"collectionCode","catalogNumber","Genus","standardGenus","family","standardFamily","authority"
"Mammals","77894","Coelops","Coelops","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","94626","Coelops","Coelops","Hipposideridae","Rhinolophidae","ITIS"
"Mammals","33524","Conepatus","Conepatus","Mustelidae; Mephitidae","Mephitidae","ITIS"
"Mammals","95255","Conepatus","Conepatus","Mustelidae; Mephitidae","Mephitidae","ITIS"
"Mammals","65006","CRICETOMYS","Cricetomys","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","65005","CRICETOMYS","Cricetomys","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","65086","CRICETOMYS","Cricetomys","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","65100","CRICETOMYS","Cricetomys","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","65099","CRICETOMYS","Cricetomys","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","65085","CRICETOMYS","Cricetomys","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","72539","CRICETOMYS","Cricetomys","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","55775","CRICETOMYS","Cricetomys","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","55797","CRICETOMYS","Cricetomys","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","99994","CRICETOMYS","Cricetomys","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","94339","CRICETOMYS","Cricetomys","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","100510","CRICETOMYS","Cricetomys","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","100511","CRICETOMYS","Cricetomys","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","100585","CRICETOMYS","Cricetomys","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","100584","CRICETOMYS","Cricetomys","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","74747","CRICETULUS","Cricetulus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","70954","CRICETULUS","Cricetulus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","70962","CRICETULUS","Cricetulus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","70978","CRICETULUS","Cricetulus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","70956","CRICETULUS","Cricetulus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","74745","CRICETULUS","Cricetulus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","74748","CRICETULUS","Cricetulus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","74751","CRICETULUS","Cricetulus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","74756","CRICETULUS","Cricetulus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","95206","CRICETULUS","Cricetulus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","95205","CRICETULUS","Cricetulus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","74755","CRICETULUS","Cricetulus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","95209","CRICETULUS","Cricetulus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3504080005","Cricetus","Cricetus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","35374","Cricetus","Cricetus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","35376","Cricetus","Cricetus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","35373","Cricetus","Cricetus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","35375","Cricetus","Cricetus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","8606010009","Cricetus","Cricetus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","9812300006","CYCLOPES","Cyclopes","Myrmecophagidae; Cyclopedidae","Cyclopedidae","ITIS"
"Mammals","31512","CYCLOPES","Cyclopes","Myrmecophagidae; Cyclopedidae","Cyclopedidae","ITIS"
"Mammals","2912090019","CYCLOPES","Cyclopes","Myrmecophagidae; Cyclopedidae","Cyclopedidae","ITIS"
"Mammals","31417","CYCLOPES","Cyclopes","Myrmecophagidae; Cyclopedidae","Cyclopedidae","ITIS"
"Mammals","105821","CYCLOPES","Cyclopes","Myrmecophagidae; Cyclopedidae","Cyclopedidae","ITIS"
"Mammals","75628","DENDROMUS","Dendromus","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","73208","DENDROMUS","Dendromus","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","73211","DENDROMUS","Dendromus","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","73210","DENDROMUS","Dendromus","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","28140","DENDROMUS","Dendromus","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","81403","DENDROMUS","Dendromus","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","73284","DENDROMUS","Dendromus","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","73209","DENDROMUS","Dendromus","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","79617","DENDROMUS","Dendromus","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","71930","DENDROMUS","Dendromus","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","75625","DENDROMUS","Dendromus","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","77559","DENDROMUS","Dendromus","Muridae; Nesomyidae","Muridae","ITIS"
"Mammals","84409","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84416","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84389","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84388","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84387","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84462","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84396","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84397","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84386","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84391","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84568","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84556","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84494","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84560","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84561","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84562","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84563","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84564","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84406","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84566","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84553","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84571","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84572","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84573","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84555","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84480","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84576","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84463","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84565","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84558","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84399","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84401","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84402","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84403","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84404","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84385","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84408","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84458","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84390","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84554","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84512","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84513","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84515","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84525","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84536","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84539","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84542","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84398","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84577","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84712","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84681","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84682","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84683","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84464","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84685","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84822","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84692","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84727","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84696","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84726","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84698","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84699","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84700","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84789","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84718","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84382","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84417","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84418","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84419","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84695","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84702","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84719","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84711","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84422","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84424","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84425","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84717","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84714","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84430","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84671","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84457","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84428","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84759","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84435","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84377","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84450","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84672","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84456","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84674","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84433","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84394","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84798","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84369","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84372","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84376","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84452","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84540","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84378","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84432","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84415","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84434","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84414","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84697","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84446","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84429","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84680","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84679","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84541","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84449","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84677","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84675","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84444","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84879","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84827","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","25327","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24436","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","22813","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","22799","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","26539","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","27523","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","27524","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","27594","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","114368","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84876","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84885","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84884","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","25332","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84866","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84820","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84810","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84889","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84157","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","84159","DICROSTONYX","Dicrostonyx","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
